manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_capacity,body_type,has_warranty,drivetrain,price_usd,is_exchangeable
Volkswagen,Caddy,mechanical,silver,322000,2006,diesel,False,1.9,minivan,False,front,7300.0,True
Volkswagen,Touran,mechanical,black,269000,2006,diesel,False,1.9,minivan,False,front,7250.0,True
Volkswagen,Passat,automatic,black,145000,2012,gasoline,False,1.8,sedan,False,front,11500.0,False
Volkswagen,LT,mechanical,white,999999,2005,diesel,False,2.5,minibus,False,rear,3900.0,True
Volkswagen,T5,mechanical,white,555555,2004,diesel,False,2.5,minibus,False,front,8200.0,False
Volkswagen,Tiguan,mechanical,grey,153200,2010,gasoline,False,1.4,suv,False,front,8550.0,False
Volkswagen,Passat,mechanical,grey,228000,2009,gasoline,False,1.4,universal,False,front,8600.0,False
Volkswagen,Touran,mechanical,violet,175000,2010,gasoline,False,1.2,minivan,False,front,9900.0,False
Volkswagen,Passat,mechanical,black,176000,2009,gasoline,False,1.8,sedan,False,front,8300.0,False
Volkswagen,Sharan,mechanical,silver,210000,2013,diesel,False,2.0,minivan,False,front,16000.0,False
Volkswagen,Golf,mechanical,red,303000,1989,diesel,False,1.6,hatchback,False,front,1400.0,False
Volkswagen,Passat,mechanical,black,285000,2003,diesel,False,1.9,universal,False,front,5200.0,False
Volkswagen,Touareg,automatic,brown,135000,2011,gasoline,False,3.6,suv,False,all,16900.0,False
Volkswagen,Passat CC,automatic,blue,240000,2009,diesel,False,2.0,sedan,False,front,12500.0,False
Volkswagen,Passat,mechanical,grey,195000,2010,diesel,False,2.0,universal,False,front,10950.0,False
Volkswagen,Passat,mechanical,grey,344000,2006,diesel,False,2.0,sedan,False,front,6000.0,False
Volkswagen,Polo Sedan,mechanical,black,30300,2016,gasoline,False,1.6,sedan,False,front,10200.0,False
Volkswagen,Phaeton,automatic,silver,270000,2004,gasoline,False,3.2,sedan,False,all,4500.0,False
Volkswagen,Passat,mechanical,green,356000,1998,gasoline,False,1.8,universal,False,front,3650.0,False
Volkswagen,Polo Sedan,mechanical,grey,104000,2018,gasoline,False,1.6,sedan,False,front,8500.0,False
Volkswagen,T5 Multivan,mechanical,black,247500,2011,diesel,False,2.0,minibus,False,front,22000.0,False
Volkswagen,LT,mechanical,green,555555,1994,diesel,False,2.4,van,False,rear,400.0,False
Volkswagen,Golf,mechanical,blue,500000,1985,gasoline,False,1.8,hatchback,False,front,500.0,True
Volkswagen,Touran,automatic,other,350000,2007,diesel,False,1.9,minivan,False,front,6300.0,False
Volkswagen,Vento,mechanical,black,999999,1993,diesel,False,1.9,sedan,False,front,700.0,True
Volkswagen,Polo Sedan,mechanical,grey,55000,2015,gasoline,False,1.6,sedan,False,front,8200.0,False
Volkswagen,Touran,mechanical,black,112000,2015,diesel,False,2.0,minivan,False,front,14500.0,False
Volkswagen,Touran,automatic,black,138000,2016,diesel,False,1.6,minivan,False,front,15950.0,False
Volkswagen,Passat,mechanical,black,310000,2006,diesel,False,1.9,sedan,False,front,6500.0,False
Volkswagen,Tiguan,automatic,black,100250,2013,gasoline,False,1.4,suv,False,front,14555.0,False
Volkswagen,T4,mechanical,white,327000,1999,diesel,False,1.9,minibus,False,front,6800.0,False
Volkswagen,Passat,automatic,silver,192000,2009,diesel,False,2.0,universal,False,front,6500.0,True
Volkswagen,Polo Sedan,mechanical,white,116500,2016,gasoline,False,1.6,sedan,False,front,10500.0,False
Volkswagen,Golf,mechanical,white,250000,1994,diesel,False,1.9,hatchback,False,front,1650.0,True
Volkswagen,Golf,mechanical,white,249000,2005,diesel,False,1.9,universal,False,front,4700.0,False
Volkswagen,LT,mechanical,white,85000,1997,diesel,False,2.5,van,False,rear,3950.0,True
Volkswagen,Polo,mechanical,silver,71000,2013,gasoline,False,1.6,sedan,False,front,7200.0,True
Volkswagen,Tiguan,mechanical,white,260000,2008,gasoline,False,1.4,suv,False,all,6600.0,False
Volkswagen,Passat,automatic,black,240000,2007,gasoline,False,2.0,sedan,False,front,6950.0,False
Volkswagen,Golf,mechanical,silver,200000,1997,diesel,False,1.9,universal,False,front,1600.0,False
Volkswagen,Sharan,mechanical,red,450000,1996,gas,True,2.0,minivan,False,front,3800.0,False
Volkswagen,Passat,mechanical,black,245000,2008,diesel,False,2.0,sedan,False,front,8897.0,False
Volkswagen,Passat,automatic,black,145000,2011,gasoline,False,1.8,sedan,False,front,11350.0,True
Volkswagen,Golf,mechanical,grey,157000,2015,diesel,False,1.6,universal,False,front,13500.0,True
Volkswagen,T4 Caravelle,mechanical,black,300000,1999,diesel,False,2.5,minibus,False,front,11000.0,False
Volkswagen,Golf,automatic,blue,380000,1984,gasoline,False,1.6,hatchback,False,front,1100.0,False
Volkswagen,Tiguan,mechanical,orange,279000,2010,diesel,False,2.0,suv,False,all,11500.0,False
Volkswagen,Jetta,automatic,brown,60000,2014,gasoline,False,1.4,sedan,False,front,12000.0,False
Volkswagen,Touareg,automatic,other,297000,2004,gasoline,False,3.2,suv,False,all,7800.0,False
Volkswagen,Golf,mechanical,brown,300000,1988,gasoline,False,1.3,universal,False,front,711.37,False
Volkswagen,T5 Multivan,automatic,black,380000,2011,diesel,False,2.0,minibus,False,all,21500.0,True
Volkswagen,Caddy,mechanical,silver,233000,2009,diesel,False,1.9,universal,False,front,7400.0,True
Volkswagen,Polo Sedan,mechanical,grey,60000,2017,gasoline,False,1.6,sedan,False,front,8500.0,False
Volkswagen,Touran,mechanical,grey,200000,2007,diesel,False,1.9,minivan,False,front,7100.0,False
Volkswagen,Passat,mechanical,white,199000,2012,diesel,False,1.6,universal,False,front,10800.0,False
Volkswagen,Golf,mechanical,violet,200000,1995,diesel,False,1.9,hatchback,False,front,2500.0,False
Volkswagen,Polo Sedan,mechanical,black,155000,2014,gasoline,False,1.6,sedan,False,front,7900.0,True
Volkswagen,Passat,mechanical,blue,577000,1994,diesel,False,1.9,universal,False,front,2450.0,False
Volkswagen,Passat,mechanical,silver,350000,2004,diesel,False,1.9,universal,False,front,5650.0,True
Volkswagen,Golf,automatic,white,430000,1996,gasoline,False,2.0,hatchback,False,front,1000.0,False
Volkswagen,Passat,mechanical,blue,300000,1987,gasoline,False,1.6,hatchback,False,front,1750.0,False
Volkswagen,Passat,mechanical,grey,330000,2003,gas,True,1.8,universal,False,front,4299.0,True
Volkswagen,Touareg,automatic,silver,310000,2007,diesel,False,3.0,suv,False,all,11500.0,True
Volkswagen,Passat,mechanical,black,342000,2005,diesel,False,1.9,universal,False,front,6000.0,False
Volkswagen,Passat,mechanical,green,380,1996,gasoline,False,2.0,universal,False,front,2000.0,False
Volkswagen,T6 Caravelle,mechanical,silver,165000,2015,diesel,False,2.0,minibus,False,front,26950.0,True
Volkswagen,Passat,automatic,black,38000,2010,gas,True,1.4,universal,False,front,9500.0,False
Volkswagen,Golf,mechanical,red,350000,1992,gasoline,False,1.8,hatchback,False,front,1150.0,True
Volkswagen,Crafter,mechanical,white,164000,2016,diesel,False,2.0,minibus,False,rear,22900.0,False
Volkswagen,T3,mechanical,orange,450000,1990,diesel,False,1.9,van,False,rear,2500.0,True
Volkswagen,Golf,mechanical,blue,155000,2015,diesel,False,1.6,hatchback,False,front,13700.0,False
Volkswagen,Passat,mechanical,silver,280000,2005,diesel,False,1.9,universal,False,front,5900.0,False
Volkswagen,Passat CC,automatic,black,192000,2010,diesel,False,2.0,sedan,False,front,12800.0,False
Volkswagen,Jetta,mechanical,black,239000,1998,gasoline,False,2.0,sedan,False,front,3150.0,False
Volkswagen,Passat,mechanical,other,252000,1992,gasoline,False,2.0,sedan,False,front,1999.0,False
Volkswagen,Golf,mechanical,grey,128000,2013,gasoline,False,1.4,hatchback,False,front,11400.0,False
Volkswagen,Touran,automatic,white,200000,2016,diesel,False,1.6,minivan,False,front,16900.0,True
Volkswagen,Golf,mechanical,blue,300000,1994,gasoline,False,1.4,hatchback,False,front,1200.0,True
Volkswagen,Golf,mechanical,black,208500,2010,gasoline,False,1.2,hatchback,False,front,7000.0,False
Volkswagen,Passat,mechanical,other,248000,2006,diesel,False,2.0,sedan,False,front,7700.0,False
Volkswagen,Golf,mechanical,white,372000,1989,gasoline,False,1.8,hatchback,False,front,750.0,False
Volkswagen,Touran,mechanical,white,200000,2016,diesel,False,2.0,minivan,False,front,18500.0,False
Volkswagen,Golf,automatic,silver,168000,2008,gasoline,False,1.4,hatchback,False,front,7787.0,True
Volkswagen,Golf,mechanical,blue,145000,1992,gasoline,False,1.8,hatchback,False,front,900.0,False
Volkswagen,Passat,mechanical,white,354600,1992,diesel,False,1.9,universal,False,front,1200.0,False
Volkswagen,T3,mechanical,white,320000,1987,gasoline,False,1.8,minibus,False,rear,800.0,False
Volkswagen,T5,mechanical,grey,303000,2011,diesel,False,2.0,minibus,False,front,14000.0,False
Volkswagen,Golf,mechanical,silver,162000,2014,gasoline,False,1.6,hatchback,False,front,11150.0,False
Volkswagen,Passat,mechanical,red,350000,1993,diesel,False,1.9,universal,False,front,2200.0,True
Volkswagen,Passat,automatic,other,370000,2005,diesel,False,2.0,sedan,False,front,6990.0,False
Volkswagen,Touareg,mechanical,black,277000,2008,diesel,False,3.0,suv,False,all,13750.0,False
Volkswagen,Polo Sedan,mechanical,silver,31000,2013,gasoline,False,1.6,sedan,False,front,9484.96,False
Volkswagen,Tiguan,automatic,white,75000,2018,gasoline,False,1.4,suv,False,front,23000.0,False
Volkswagen,Jetta,mechanical,red,334451,1991,gasoline,False,1.8,sedan,False,front,600.0,True
Volkswagen,LT,mechanical,white,833000,1999,diesel,False,2.8,van,False,rear,4300.0,False
Volkswagen,Polo,mechanical,green,290000,1997,gasoline,False,1.0,hatchback,False,front,1700.0,False
Volkswagen,T4 Caravelle,mechanical,red,422000,1999,diesel,False,2.5,minibus,False,front,7600.0,False
Volkswagen,Polo Sedan,mechanical,blue,180000,2014,gasoline,False,1.6,sedan,False,front,6999.0,False
Volkswagen,Touran,automatic,silver,133900,2012,gasoline,False,1.4,minivan,False,front,10199.0,False
Volkswagen,Passat,mechanical,white,102000,2012,gasoline,False,1.4,sedan,False,front,8700.0,False
Volkswagen,Golf,mechanical,silver,350800,2003,diesel,False,2.0,hatchback,False,front,5899.0,True
Volkswagen,Golf,mechanical,blue,161400,2010,gasoline,False,1.4,hatchback,False,front,7900.0,True
Volkswagen,Sharan,mechanical,blue,265000,2007,diesel,False,2.0,minivan,False,front,10499.0,True
Volkswagen,Passat CC,mechanical,grey,148000,2008,gasoline,False,1.8,sedan,False,front,9450.0,True
Volkswagen,Jetta,automatic,red,149800,2015,gasoline,False,1.4,sedan,False,front,11550.0,True
Volkswagen,Polo,mechanical,silver,342000,2000,diesel,False,1.9,hatchback,False,front,3250.0,True
Volkswagen,Amarok,automatic,brown,290000,2013,diesel,False,2.0,pickup,False,all,21550.0,True
Volkswagen,Golf Plus,mechanical,blue,326100,2006,diesel,False,1.9,hatchback,False,front,6399.0,True
Volkswagen,Amarok,mechanical,silver,250000,2011,diesel,False,2.0,pickup,False,all,18899.0,True
Volkswagen,Passat,mechanical,black,160000,2011,gasoline,False,1.4,sedan,False,front,9450.0,True
Volkswagen,Touareg,automatic,grey,180800,2012,gasoline,False,3.6,suv,False,all,19199.0,True
Volkswagen,T5 Caravelle,mechanical,silver,233800,2010,diesel,False,2.0,minibus,False,front,17850.0,True
Volkswagen,Golf,mechanical,black,239000,2015,diesel,False,1.6,universal,False,front,12200.0,True
Volkswagen,Passat,mechanical,silver,201000,2008,diesel,False,2.0,universal,False,front,9050.0,True
Volkswagen,Passat CC,automatic,black,44800,2014,gasoline,False,2.0,sedan,False,front,18499.0,True
Volkswagen,Golf,mechanical,black,230680,2009,gasoline,False,1.4,hatchback,False,front,7399.0,True
Volkswagen,Passat,mechanical,black,296000,2008,gasoline,False,1.8,sedan,False,front,7499.0,True
Volkswagen,Tiguan,mechanical,violet,97415,2016,gasoline,False,1.4,suv,False,front,15450.0,True
Volkswagen,T5,mechanical,white,364000,2007,diesel,False,2.5,minibus,False,front,10999.0,True
Volkswagen,Jetta,automatic,red,246000,2000,gasoline,False,2.0,sedan,False,front,3490.0,True
Volkswagen,Golf,mechanical,green,245000,1999,gasoline,False,2.0,hatchback,False,front,2799.0,True
Volkswagen,Passat,mechanical,blue,333333,1989,gasoline,False,1.8,sedan,False,front,650.0,False
Volkswagen,Golf,mechanical,red,261000,1990,gasoline,False,1.3,hatchback,False,front,900.0,True
Volkswagen,Passat,mechanical,white,500000,1991,diesel,False,1.9,universal,False,front,1850.0,False
Volkswagen,Passat,automatic,brown,251000,2007,diesel,False,2.0,universal,False,front,7600.0,True
Volkswagen,Passat,mechanical,red,555555,1991,diesel,False,1.9,universal,False,front,2500.0,True
Volkswagen,Golf,mechanical,blue,273000,2007,diesel,False,1.9,hatchback,False,front,6100.0,False
Volkswagen,Touareg,automatic,grey,337400,2008,diesel,False,2.5,suv,False,all,10400.0,True
Volkswagen,Golf,mechanical,grey,149000,2015,diesel,False,1.6,universal,False,front,12600.0,True
Volkswagen,Touareg,automatic,grey,337400,2008,diesel,False,2.5,suv,False,all,10400.0,True
Volkswagen,Touareg,automatic,brown,118000,2012,diesel,False,4.1,suv,False,all,25999.0,True
Volkswagen,Polo Sedan,automatic,silver,111000,2014,gasoline,False,1.6,sedan,False,front,8350.0,True
Volkswagen,Passat,mechanical,blue,460000,2001,diesel,False,1.9,universal,False,front,4000.0,True
Volkswagen,Sharan,mechanical,red,368450,2008,diesel,False,2.0,minivan,False,front,12599.0,True
Volkswagen,T5,mechanical,blue,430000,2007,diesel,False,2.5,minibus,False,front,8000.0,True
Volkswagen,Passat,mechanical,blue,290000,1988,gasoline,False,1.8,sedan,False,front,1500.0,True
Volkswagen,Passat,mechanical,blue,346582,1991,gasoline,False,1.8,sedan,False,front,1650.0,False
Volkswagen,Caddy,mechanical,white,239000,2013,diesel,False,1.6,minivan,False,front,11500.0,False
Volkswagen,Sharan,mechanical,blue,427000,1998,diesel,False,1.9,minivan,False,front,3000.0,True
Volkswagen,Golf,mechanical,green,100000,1982,gasoline,False,1.1,hatchback,False,front,1500.0,False
Volkswagen,Passat,mechanical,black,300000,2006,diesel,False,1.9,sedan,False,front,7400.0,False
Volkswagen,Passat,mechanical,silver,192678,2011,diesel,False,2.0,universal,False,front,9990.0,False
Volkswagen,Vento,mechanical,silver,280000,1997,gasoline,False,1.8,sedan,False,front,1896.99,True
Volkswagen,Golf,mechanical,red,500000,1991,diesel,False,1.9,hatchback,False,front,1550.0,False
Volkswagen,LT,mechanical,white,420000,1991,diesel,False,2.4,van,False,rear,450.0,False
Volkswagen,Passat,mechanical,black,180000,2008,gasoline,False,1.6,sedan,False,front,8399.0,True
Volkswagen,Sharan,mechanical,silver,302000,2006,diesel,False,1.9,minivan,False,front,10199.0,True
Volkswagen,Touran,mechanical,silver,146000,2014,gasoline,False,1.4,minivan,False,front,10800.0,True
Volkswagen,T5 Caravelle,automatic,black,376900,2007,diesel,False,2.5,minibus,False,front,11999.0,True
Volkswagen,LT,mechanical,white,460000,2004,diesel,False,2.5,minibus,False,rear,11900.0,True
Volkswagen,Sharan,mechanical,black,260000,2006,diesel,False,1.9,minivan,False,front,10250.0,True
Volkswagen,Touran,mechanical,silver,167000,2009,gasoline,False,1.4,minivan,False,front,8399.0,True
Volkswagen,Jetta,automatic,grey,78000,2014,gasoline,False,1.4,sedan,False,front,11950.0,True
Volkswagen,Touareg,automatic,black,314650,2012,diesel,False,3.0,suv,False,all,21499.0,True
Volkswagen,Jetta,automatic,white,310600,2010,gasoline,False,2.0,sedan,False,front,7699.0,True
Volkswagen,T5,mechanical,white,395000,2005,diesel,False,2.5,minibus,False,front,9450.0,True
Volkswagen,Passat,mechanical,brown,260300,2011,gasoline,False,1.8,sedan,False,front,10199.0,True
Volkswagen,Polo,mechanical,green,198000,1996,gasoline,False,1.6,sedan,False,front,1799.0,True
Volkswagen,Passat,mechanical,black,305000,2008,diesel,False,1.9,sedan,False,front,6805.46,False
Volkswagen,Golf,mechanical,white,200000,1997,gasoline,False,1.6,hatchback,False,front,1450.0,False
Volkswagen,Passat,mechanical,blue,354500,1989,gasoline,False,1.8,sedan,False,front,700.0,False
Volkswagen,Tiguan,automatic,silver,198000,2010,gasoline,False,2.0,suv,False,all,12099.0,True
Volkswagen,Polo,mechanical,red,28000,2014,gasoline,False,1.6,sedan,False,front,9999.0,True
Volkswagen,Passat,mechanical,red,350000,1991,diesel,False,1.6,universal,False,front,2000.0,False
Volkswagen,Passat,mechanical,blue,67000,1987,gasoline,False,1.8,universal,False,front,500.0,False
Volkswagen,Passat,mechanical,white,10000,1994,gasoline,False,2.0,universal,False,front,2500.0,True
Volkswagen,Passat,mechanical,white,300000,2006,diesel,False,1.9,universal,False,front,5000.0,False
Volkswagen,T4,automatic,blue,120000,2001,gas,True,2.5,minibus,False,front,6100.0,True
Volkswagen,Passat,mechanical,black,168658,2004,gasoline,False,1.6,sedan,False,front,5550.0,False
Volkswagen,Bora,automatic,green,265000,2002,diesel,False,1.9,sedan,False,front,5000.0,False
Volkswagen,Polo Sedan,automatic,black,62800,2015,gasoline,False,1.6,sedan,False,front,8700.0,False
Volkswagen,Touran,mechanical,black,330000,2007,diesel,False,1.9,universal,False,front,8000.0,False
Volkswagen,Golf,mechanical,red,250052,1997,gasoline,False,1.8,universal,False,front,1900.0,False
Volkswagen,Passat,mechanical,grey,195000,2015,diesel,False,1.6,universal,False,front,14599.0,True
Volkswagen,T4,mechanical,red,659556,1996,diesel,False,2.5,minibus,False,front,6500.0,False
Volkswagen,Passat,automatic,black,320000,2006,diesel,False,2.0,universal,False,front,6700.0,False
Volkswagen,Beetle,automatic,red,80333,2015,gasoline,False,1.8,hatchback,False,front,18900.0,False
Volkswagen,Passat,mechanical,blue,250000,1997,diesel,False,1.9,universal,False,front,3600.0,False
Volkswagen,Passat,mechanical,white,444444,1989,gasoline,False,1.8,universal,False,front,1000.0,False
Volkswagen,T4,mechanical,other,300000,2000,diesel,False,1.9,minibus,False,front,6700.0,False
Volkswagen,Passat,mechanical,grey,500000,1991,gasoline,False,1.8,universal,False,front,900.0,False
Volkswagen,Passat,mechanical,other,350000,2001,diesel,False,1.9,universal,False,front,5400.0,False
Volkswagen,Polo,mechanical,silver,145000,2008,gasoline,False,1.4,hatchback,False,front,5311.58,False
Volkswagen,Passat,automatic,black,148000,2010,gasoline,False,1.8,sedan,False,front,7999.0,True
Volkswagen,Touran,mechanical,blue,138700,2011,gasoline,False,1.4,minivan,False,front,9650.0,False
Volkswagen,Passat,automatic,white,61155,2014,gasoline,False,1.8,sedan,False,front,13000.0,False
Volkswagen,Passat,mechanical,grey,400000,1995,gas,True,1.8,universal,False,front,1700.0,True
Volkswagen,Jetta,mechanical,black,175250,2015,diesel,False,2.0,sedan,False,front,12799.0,True
Volkswagen,Golf,mechanical,silver,185124,2009,gasoline,False,1.4,hatchback,False,front,6999.0,True
Volkswagen,Golf,automatic,black,130000,2016,diesel,False,1.6,universal,False,front,13150.0,True
Volkswagen,Scirocco,mechanical,blue,120000,2008,gasoline,False,1.4,hatchback,False,front,7999.0,True
Volkswagen,Passat,automatic,blue,246100,2003,gasoline,False,2.8,universal,False,all,3399.0,True
Volkswagen,T5 Caravelle,mechanical,silver,271000,2011,diesel,False,2.0,minibus,False,front,19899.0,True
Volkswagen,Passat,mechanical,red,288700,1993,gasoline,False,1.8,sedan,False,front,2999.0,True
Volkswagen,Tiguan,mechanical,white,134000,2008,gasoline,False,1.4,suv,False,all,9999.0,True
Volkswagen,Passat,mechanical,red,271000,2003,diesel,False,1.9,universal,False,front,4499.0,True
Volkswagen,Passat,mechanical,grey,190019,2016,diesel,False,1.6,universal,False,front,15650.0,True
Volkswagen,T5 Caravelle,automatic,black,376900,2007,diesel,False,2.5,minibus,False,front,13499.0,True
Volkswagen,T5 Caravelle,automatic,silver,451000,2014,diesel,False,2.0,minibus,False,front,21900.0,True
Volkswagen,Tiguan,mechanical,grey,350000,2008,diesel,False,2.0,suv,False,all,9499.0,True
Volkswagen,Santana,mechanical,other,320000,1982,gasoline,False,1.6,sedan,False,front,400.0,False
Volkswagen,Golf,automatic,black,207000,2011,diesel,False,1.6,universal,False,front,8900.0,True
Volkswagen,Vento,mechanical,other,273648,1992,gasoline,False,1.8,sedan,False,front,1700.0,True
Volkswagen,Passat,mechanical,black,288,1997,gasoline,False,1.6,universal,False,front,3600.0,True
Volkswagen,Golf,mechanical,green,300000,1997,gasoline,False,1.8,universal,False,front,2250.0,False
Volkswagen,Passat,mechanical,blue,495000,1996,diesel,False,1.9,sedan,False,front,3000.0,False
Volkswagen,Passat,mechanical,red,500000,1993,diesel,False,1.9,universal,False,front,1000.0,False
Volkswagen,Passat,mechanical,grey,410000,1994,diesel,False,1.9,sedan,False,front,1900.0,True
Volkswagen,Touran,mechanical,silver,282000,2006,diesel,False,1.9,minivan,False,front,6300.0,False
Volkswagen,LT,mechanical,white,469000,2005,diesel,False,2.5,van,False,front,6600.0,False
Volkswagen,Passat,mechanical,silver,320000,2008,diesel,False,2.0,universal,False,front,7500.0,True
Volkswagen,Passat,mechanical,other,288950,1990,diesel,False,1.6,sedan,False,front,1400.0,False
Volkswagen,Golf,mechanical,red,250000,1989,gasoline,False,1.6,hatchback,False,front,1600.0,False
Volkswagen,Passat,automatic,other,160000,2002,gasoline,False,1.8,sedan,False,front,5000.0,False
Volkswagen,Golf,mechanical,silver,300000,1991,gasoline,False,1.6,hatchback,False,front,600.0,True
Volkswagen,Touareg,automatic,black,165000,2008,diesel,False,3.0,suv,False,all,14200.0,False
Volkswagen,Jetta,mechanical,silver,300000,1985,gasoline,False,1.8,sedan,False,front,711.37,True
Volkswagen,Passat,mechanical,blue,459000,1990,gasoline,False,1.8,universal,False,front,1550.0,False
Volkswagen,Golf Plus,automatic,black,310000,2007,diesel,False,1.9,hatchback,False,front,7300.0,True
Volkswagen,Passat,mechanical,silver,299907,2002,diesel,False,1.9,universal,False,front,6000.0,True
Volkswagen,Jetta,mechanical,silver,400000,1987,gasoline,False,1.6,sedan,False,front,600.0,False
Volkswagen,Passat,mechanical,black,182000,2015,diesel,False,1.6,universal,False,front,15900.0,False
Volkswagen,Passat,mechanical,black,220000,2008,diesel,False,2.0,sedan,False,front,9700.0,False
Volkswagen,Passat,mechanical,other,470457,1992,gasoline,False,1.8,universal,False,front,850.0,False
Volkswagen,Touareg,mechanical,black,180000,2005,diesel,False,2.5,suv,False,front,9000.0,True
Volkswagen,LT,mechanical,white,660000,2000,diesel,False,2.5,minibus,False,rear,5700.0,False
Volkswagen,Jetta,mechanical,red,276000,1988,gasoline,False,1.8,hatchback,False,front,820.0,True
Volkswagen,Sharan,automatic,other,307000,2002,diesel,False,1.9,minivan,False,front,6100.0,True
Volkswagen,T5 Caravelle,mechanical,black,174000,2012,diesel,False,2.0,minibus,False,front,23400.0,False
Volkswagen,T5 Caravelle,automatic,black,245000,2014,diesel,False,2.0,minibus,False,front,24700.0,False
Volkswagen,Passat,mechanical,red,350456,1989,gasoline,False,1.8,sedan,False,front,950.0,False
Volkswagen,Tiguan,automatic,black,170000,2011,gasoline,False,2.0,suv,False,all,8950.0,False
Volkswagen,Touran,mechanical,other,300000,2011,diesel,False,1.6,minivan,False,front,9100.0,False
Volkswagen,T4,mechanical,red,395000,1994,diesel,False,2.4,minibus,False,front,5200.0,True
Volkswagen,Polo Sedan,automatic,white,29000,2018,gasoline,False,1.4,sedan,False,front,13499.0,False
Volkswagen,Passat,mechanical,silver,261000,2006,diesel,False,2.0,universal,False,front,6200.0,True
Volkswagen,Passat,mechanical,other,440000,1988,diesel,False,1.9,sedan,False,front,1350.0,True
Volkswagen,Passat,mechanical,silver,215000,2010,diesel,False,2.0,universal,False,front,8950.0,False
Volkswagen,Passat,automatic,grey,500000,2006,gasoline,False,3.2,sedan,False,front,4150.0,False
Volkswagen,T4,mechanical,white,720000,1999,diesel,False,2.5,minibus,False,front,7200.0,True
Volkswagen,LT,mechanical,white,560000,1989,diesel,False,2.4,van,False,rear,3000.0,False
Volkswagen,T5 Multivan,mechanical,blue,564000,2003,gasoline,False,2.5,minibus,False,front,10500.0,False
Volkswagen,Golf,mechanical,blue,200000,2001,diesel,False,1.9,universal,False,front,4550.0,True
Volkswagen,Sharan,mechanical,black,180000,2007,diesel,False,1.9,minivan,False,front,11000.0,True
Volkswagen,Crafter,mechanical,white,110000,2016,diesel,False,2.0,minibus,False,rear,29000.0,True
Volkswagen,Sharan,mechanical,silver,300000,1999,diesel,False,1.9,minivan,False,front,4000.0,False
Volkswagen,Tiguan,automatic,white,101000,2010,gasoline,False,2.0,suv,False,all,8900.0,False
Volkswagen,Caddy,mechanical,silver,156000,2011,diesel,False,1.6,van,False,front,9600.0,False
Volkswagen,Passat,mechanical,white,245000,1994,gasoline,False,2.0,sedan,False,front,2600.0,True
Volkswagen,T4,mechanical,white,540000,1999,diesel,False,2.5,minibus,False,front,6500.0,False
Volkswagen,Passat,mechanical,white,200000,1988,gasoline,False,1.6,sedan,False,front,1000.0,False
Volkswagen,T5 Multivan,mechanical,silver,208000,2012,diesel,False,2.0,minibus,False,front,19900.0,False
Volkswagen,Touran,mechanical,red,290000,2003,diesel,False,2.0,minivan,False,front,5500.0,False
Volkswagen,Polo,mechanical,black,112000,2010,gasoline,False,1.6,sedan,False,front,5900.0,False
Volkswagen,Passat,mechanical,silver,143225,2016,diesel,False,1.6,universal,False,front,13900.0,False
Volkswagen,Passat,mechanical,other,350000,1997,gasoline,False,1.6,sedan,False,front,3319.74,True
Volkswagen,Golf,mechanical,violet,30000,1998,gasoline,False,1.8,universal,False,front,2300.0,True
Volkswagen,Touran,automatic,silver,165000,2016,diesel,False,1.6,minivan,False,front,15300.0,False
Volkswagen,Touran,automatic,silver,201456,2005,gasoline,False,1.6,minivan,False,front,6200.0,True
Volkswagen,Vento,mechanical,violet,500000,1992,gasoline,False,1.8,sedan,False,front,1300.0,False
Volkswagen,Polo,mechanical,white,343000,1999,diesel,False,1.9,universal,False,front,1800.0,False
Volkswagen,Touareg,automatic,grey,260000,2008,diesel,False,3.0,suv,False,all,13500.0,False
Volkswagen,Sharan,mechanical,green,400000,2002,diesel,False,1.9,minivan,False,front,5900.0,False
Volkswagen,Jetta,mechanical,blue,54000,2015,gasoline,False,1.6,sedan,False,front,11650.0,False
Volkswagen,Passat,mechanical,other,650000,1991,diesel,False,1.9,universal,False,front,1250.0,False
Volkswagen,Passat,automatic,black,348000,2006,diesel,False,2.0,universal,False,front,6400.0,False
Volkswagen,Golf,automatic,silver,411000,1995,diesel,False,1.9,universal,False,front,2000.0,True
Volkswagen,Golf,mechanical,white,350000,1990,gasoline,False,1.8,hatchback,False,front,650.0,False
Volkswagen,Touran,mechanical,silver,280600,2003,diesel,False,1.9,minivan,False,front,8000.0,True
Volkswagen,Jetta,mechanical,other,57000,1986,gasoline,False,1.6,coupe,False,front,550.0,True
Volkswagen,Passat,mechanical,black,330000,2006,diesel,False,2.0,universal,False,all,7000.0,False
Volkswagen,Jetta,mechanical,grey,300000,1989,gasoline,False,1.6,sedan,False,front,650.0,True
Volkswagen,LT,mechanical,orange,232000,1989,diesel,False,2.4,minibus,False,rear,1700.0,True
Volkswagen,LT,mechanical,white,111111,2002,diesel,False,2.5,van,False,rear,7500.0,False
Volkswagen,Passat,automatic,blue,250000,1991,gasoline,False,2.0,sedan,False,front,1000.0,False
Volkswagen,Passat,mechanical,other,350000,1989,gasoline,False,1.8,universal,False,front,900.0,False
Volkswagen,Passat,mechanical,white,463437,1994,gasoline,False,1.8,universal,False,front,2500.0,True
Volkswagen,Passat,mechanical,green,274681,2001,diesel,False,1.9,universal,False,front,4500.0,True
